,COST,RSG,WM,A,AJG,BRO,GRMN,PAYX,DOV,DHR,SHW,ARES,ZTS,NDAQ,OTIS,WST,AWK,EXPD,SO,LNT,AEE,CMS,IT,XYL,CERN,EW,DPZ,TTC,FDS,ORLY,BR,AEP,GGG,EFX,BLK,DG,CG,ITW,ICE,WAT,HRL,REGN,WEC,GD,MKC,JCI,IQV,APH,CPRT,ETN,RMD,GWW,ROK,LBRDK,AZO,CRL,ED,ETR,ES,SCI,ISRG,XEL,MSCI,VRSK,SSNC,EPAM,ATR,TT,STE,NDSN,AME,KEYS,TEL,BLL,MTD,NUE,ROP,ODFL,CSL,RPM,FAST,CSX,WTRG,IEX,HUBB,VRSN,BRKR,MNST,DVA,PEG,PPG,HON,PKI,IDXX,BIO,SYK,FRC,CAG,CARR,CBOE,EVRG,ATO,FTNT,FTV,MORN,BAX,UHAL,NEE,SJM,PPL,PKG,TRU,NSC,BKI,EMR,DTE,CTAS,LII,MASI,DLB,PNW,CCK,AFL,UNP,TSN,HCA,JBHT,SC,AVY,TW,CMG,CDW,CTSH,KSU,HUM,MAS,GNTX,RE,MKL,UGI,MANH,GPC,CABO,AMGN,RNR,JKHY,NVR,ADI,ZBRA,AOS,Y,ALLE,PPD,J,TSCO,SNPS,POOL,TRMB,ROL,LOW,AKAM,CPB,GL,DECK,STLD,RS,APO,WRB,ACGL,CE,FISV,TYL,SEIC,EHC,TDY,ANET,NVDA,LKQ,VMC,DE,FFIV,IP,PCTY,AVTR,DXCM,RHI,PCAR,FBHS,CHRW,LDOS,CINF,PWR,SCHW,SNA,HSIC,BG,CTLT,STX,HEI,FIS,FIVE,SYNH,VEEV,EMN,CGNX,AVGO,ATH,ALB,TFX,ERIE,NTAP,RGEN,FMC,NOW,IFF,MLM,SIVB,TSTXX,PAYC,MTN,KMI,KMX,WMB,LPLA,CF,TDG,CBRE,APTV,IBKR,D,AGR,ECL,FE,CNA,CNP,ZBH,WSO,FLT,PH,CSGP,VRTX,CAT,NEM,SYY,CTVA,WAB,IR,BMRN,CNC,MOH,n/a,CDNS,ROST,INCY,NWL,AMD,TREX,DLTR,CAH,PFG,ANSS,DHI,BLDR,SUM
12/06/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/07/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/08/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/09/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/10/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/13/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/14/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/15/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/16/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/17/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/20/2021,0.55,0.55,0.56,0.4,0.46,0.46,0.34,0.44,0.42,0.36,0.52,0.32,0.44,0.45,0.39,0.39,0.38,0.44,0.52,0.44,0.46,0.46,0.0,0.39,0.51,0.38,0.33,0.41,0.42,0.43,0.44,0.47,0.44,0.32,0.38,0.39,0.33,0.53,0.5,0.33,0.38,0.38,0.42,0.44,0.55,0.42,0.42,0.42,0.34,0.42,0.31,0.44,0.42,0.0,0.4,0.0,0.53,0.39,0.39,0.36,0.29,0.44,0.33,0.38,0.41,0.31,0.0,0.37,0.39,0.42,0.47,0.45,0.37,0.37,0.38,0.0,0.45,0.42,0.42,0.49,0.45,0.4,0.42,0.46,0.4,0.48,0.33,0.36,0.0,0.46,0.35,0.39,0.3,0.29,0.34,0.39,0.32,0.37,0.32,0.3,0.46,0.43,0.0,0.39,0.38,0.43,0.32,0.4,0.39,0.45,0.38,0.34,0.39,0.37,0.36,0.45,0.37,0.35,0.31,0.0,0.0,0.33,0.42,0.43,0.38,0.0,0.36,0.0,0.35,0.41,0.0,0.38,0.36,0.0,0.39,0.45,0.0,0.34,0.35,0.0,0.0,0.36,0.31,0.38,0.0,0.34,0.35,0.3,0.36,0.39,0.0,0.34,0.0,0.34,0.36,0.32,0.4,0.3,0.3,0.37,0.33,0.33,0.0,0.0,0.0,0.0,0.3,0.41,0.38,0.31,0.34,0.3,0.0,0.0,0.33,0.44,0.31,0.35,0.37,0.0,0.35,0.29,0.0,0.0,0.0,0.34,0.32,0.33,0.37,0.0,0.32,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.32,0.29,0.0,0.0,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.29,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.31,0.46,0.43,0.43,0.43,0.35,0.37,0.3,0.37,0.0,0.33,0.0,0.36,0.32,0.3,0.0,0.33,0.3,0.33,0.33,0.32,0.3,0.35,0.31,0.0,0.29,0.0,0.3,0.3,0.32,0.0,0.29,0.29,0.29,0.0,75.62
12/21/2021,0.56,0.54,0.55,0.4,0.45,0.45,0.33,0.45,0.43,0.35,0.51,0.29,0.46,0.44,0.39,0.39,0.4,0.46,0.56,0.47,0.47,0.49,0.0,0.37,0.63,0.42,0.33,0.38,0.42,0.44,0.44,0.5,0.44,0.3,0.37,0.4,0.31,0.53,0.5,0.34,0.43,0.37,0.46,0.45,0.59,0.42,0.42,0.42,0.33,0.42,0.3,0.44,0.41,0.0,0.43,0.0,0.56,0.42,0.41,0.36,0.3,0.45,0.31,0.37,0.43,0.31,0.0,0.37,0.41,0.39,0.47,0.44,0.36,0.36,0.38,0.0,0.46,0.39,0.42,0.5,0.47,0.4,0.44,0.45,0.4,0.48,0.32,0.4,0.29,0.46,0.36,0.39,0.31,0.29,0.33,0.39,0.3,0.41,0.3,0.29,0.47,0.46,0.28,0.38,0.39,0.46,0.31,0.41,0.42,0.47,0.38,0.33,0.39,0.4,0.36,0.47,0.37,0.34,0.31,0.0,0.0,0.33,0.42,0.43,0.4,0.29,0.36,0.0,0.34,0.39,0.0,0.37,0.39,0.0,0.42,0.43,0.0,0.34,0.35,0.0,0.0,0.37,0.0,0.41,0.0,0.37,0.35,0.28,0.35,0.38,0.0,0.34,0.0,0.33,0.35,0.31,0.39,0.29,0.3,0.36,0.34,0.35,0.0,0.0,0.0,0.0,0.29,0.42,0.39,0.31,0.35,0.29,0.0,0.0,0.33,0.48,0.0,0.34,0.38,0.0,0.35,0.29,0.0,0.0,0.0,0.32,0.31,0.32,0.39,0.0,0.3,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.31,0.29,0.0,0.0,0.0,0.33,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.32,0.0,0.31,0.48,0.41,0.43,0.44,0.35,0.37,0.29,0.37,0.0,0.33,0.0,0.38,0.32,0.33,0.0,0.33,0.29,0.32,0.34,0.37,0.31,0.0,0.3,0.0,0.31,0.0,0.0,0.29,0.32,0.29,0.29,0.28,0.29,0.29,76.26999999999998
