,6861.T,8035.T,9101.T,3436.T,6920.T,8015.T,6370.T,4523.T,6702.T,3382.T,6504.T,4684.T,9435.T,8002.T,4506.T,6383.T,9843.T,6502.T,4151.T,9719.T,4005.T,6501.T,7203.T,4188.T,8953.T,6857.T,2267.T,4183.T,6201.T,2670.T,7269.T,5486.T,7259.T,9602.T,9009.T,6845.T,3635.T,4967.T,5201.T,4751.T,2181.T,7261.T,4063.T,6324.T,4062.T,4689.T,3038.T,3092.T,6753.T,6645.T,7202.T,8031.T,4543.T,9022.T,8113.T,4385.T,9201.T,4307.T,6479.T,6981.T,2127.T,7267.T,7201.T,7701.T,4503.T,4185.T,3402.T,3231.T,8954.T,2802.T,5332.T,9005.T,4922.T,4516.T,5938.T,8697.T,9143.T,6724.T,4507.T,6098.T,5411.T,4536.T,8725.T,9735.T,2371.T,6506.T,7912.T,9202.T,1925.T,2587.T,4704.T,8591.T,6146.T,4768.T,4927.T,6701.T,6752.T,3626.T,4661.T,1605.T,3861.T,8306.T,9062.T,4182.T,5019.T,8593.T,6806.T,6988.T,4901.T,6481.T,3003.T,8960.T,7011.T,8984.T,3291.T,6952.T,7532.T,6723.T,8473.T,8802.T,4324.T,4091.T,3349.T,1928.T,4021.T,7205.T,9064.T,8601.T,6326.T,9434.T,3064.T,9041.T,2413.T,4755.T,6586.T,9020.T,5802.T,5020.T,8795.T,4911.T,7911.T,3462.T,6923.T,9684.T,8001.T,3407.T,9613.T,7733.T,4732.T,9962.T,8058.T,8316.T,4204.T,6448.T,2897.T,2502.T,8572.T,1812.T,6178.T,7270.T,8830.T,9697.T,8801.T,2433.T,2503.T,4519.T,7182.T,7459.T,2331.T,5333.T,8053.T,6902.T,7741.T,4587.T,8766.T,3281.T,2651.T,7832.T,5108.T,8604.T,9531.T,4528.T,3659.T,9506.T,6005.T,2702.T,9001.T,7752.T,2914.T,7272.T,1801.T,4502.T,9501.T,1803.T,7453.T,7186.T,8267.T,9502.T,9984.T,9503.T,7751.T,3283.T,8411.T,9433.T,7309.T,1802.T,9831.T,3769.T,8951.T,9432.T,9532.T,2801.T,7747.T,3141.T,8355.T,6471.T,6301.T,8309.T,2002.T,4739.T,8630.T,5401.T,8750.T,8331.T,6841.T,4578.T,4613.T,4568.T,3391.T,2269.T,2593.T,7974.T,6465.T,9021.T,4716.T,9042.T,6305.T,8308.T,9007.T,4042.T,9766.T,2875.T,n/a,4912.T,JPY,7951.T,6971.T,6965.T,7276.T,6869.T,6762.T,7181.T,6758.T,SUM
10/19/2021,0.76,0.55,0.34,0.41,0.58,0.44,0.5,0.36,0.48,0.43,0.45,0.5,0.39,0.45,0.35,0.45,0.45,0.44,0.42,0.48,0.44,0.45,0.45,0.46,0.39,0.41,0.0,0.41,0.43,0.4,0.34,0.43,0.38,0.49,0.4,0.0,0.42,0.39,0.52,0.38,0.52,0.37,0.44,0.34,0.4,0.37,0.42,0.47,0.0,0.49,0.39,0.4,0.46,0.38,0.0,0.44,0.39,0.47,0.38,0.39,0.45,0.39,0.35,0.43,0.4,0.44,0.33,0.38,0.34,0.46,0.38,0.39,0.0,0.41,0.41,0.38,0.34,0.45,0.34,0.49,0.42,0.35,0.41,0.37,0.42,0.34,0.44,0.36,0.43,0.41,0.42,0.44,0.33,0.39,0.34,0.42,0.41,0.42,0.4,0.41,0.0,0.4,0.34,0.35,0.44,0.35,0.41,0.36,0.41,0.33,0.33,0.0,0.34,0.37,0.39,0.33,0.39,0.41,0.4,0.35,0.38,0.43,0.41,0.38,0.44,0.43,0.0,0.41,0.37,0.37,0.34,0.0,0.33,0.33,0.4,0.0,0.35,0.35,0.38,0.34,0.37,0.34,0.0,0.0,0.37,0.35,0.45,0.39,0.0,0.44,0.41,0.35,0.34,0.37,0.39,0.35,0.0,0.36,0.0,0.36,0.37,0.35,0.35,0.38,0.0,0.0,0.34,0.33,0.35,0.39,0.36,0.35,0.38,0.0,0.41,0.33,0.36,0.38,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.35,0.0,0.34,0.36,0.36,0.33,0.0,0.44,0.0,0.36,0.37,0.0,0.0,0.0,0.33,0.37,0.33,0.0,0.33,0.34,0.34,0.34,0.0,0.0,0.35,0.0,0.41,0.33,0.38,0.36,0.34,0.37,0.34,0.33,0.0,0.33,0.0,0.38,0.35,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.57,0.45,0.36,0.47,0.38,0.37,0.36,0.0,0.0,0.0,0.33,0.68,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.97999999999999
10/20/2021,0.75,0.55,0.33,0.41,0.58,0.44,0.5,0.36,0.48,0.43,0.45,0.5,0.39,0.45,0.35,0.45,0.45,0.44,0.42,0.48,0.44,0.45,0.44,0.46,0.39,0.41,0.0,0.41,0.43,0.4,0.34,0.43,0.38,0.49,0.4,0.0,0.42,0.39,0.51,0.38,0.52,0.37,0.44,0.34,0.4,0.37,0.42,0.47,0.0,0.49,0.39,0.4,0.46,0.38,0.0,0.44,0.39,0.47,0.38,0.39,0.45,0.39,0.35,0.42,0.4,0.44,0.33,0.38,0.34,0.46,0.38,0.39,0.0,0.41,0.41,0.38,0.34,0.45,0.34,0.49,0.42,0.35,0.42,0.37,0.42,0.34,0.44,0.36,0.43,0.41,0.42,0.44,0.33,0.39,0.34,0.42,0.41,0.42,0.4,0.41,0.0,0.4,0.34,0.35,0.44,0.35,0.41,0.36,0.41,0.0,0.33,0.0,0.34,0.37,0.39,0.33,0.39,0.42,0.4,0.35,0.38,0.43,0.41,0.38,0.44,0.43,0.0,0.41,0.37,0.37,0.34,0.0,0.33,0.33,0.39,0.0,0.35,0.35,0.38,0.34,0.37,0.34,0.0,0.0,0.37,0.35,0.45,0.39,0.0,0.44,0.41,0.34,0.34,0.37,0.4,0.36,0.0,0.36,0.0,0.36,0.37,0.35,0.35,0.38,0.0,0.0,0.34,0.34,0.35,0.39,0.36,0.35,0.38,0.0,0.41,0.33,0.36,0.38,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.35,0.0,0.34,0.36,0.36,0.33,0.0,0.44,0.0,0.36,0.37,0.0,0.0,0.0,0.33,0.37,0.33,0.0,0.33,0.34,0.34,0.34,0.0,0.0,0.35,0.0,0.41,0.33,0.38,0.36,0.34,0.37,0.34,0.34,0.0,0.34,0.0,0.38,0.35,0.0,0.0,0.0,0.39,0.0,0.33,0.0,0.57,0.45,0.36,0.47,0.38,0.37,0.36,0.0,0.0,0.0,0.33,0.0,0.34,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.16999999999999
10/21/2021,0.75,0.56,0.34,0.41,0.58,0.45,0.5,0.36,0.48,0.43,0.46,0.49,0.39,0.46,0.34,0.45,0.45,0.44,0.41,0.47,0.44,0.45,0.46,0.47,0.39,0.41,0.0,0.4,0.44,0.39,0.35,0.44,0.39,0.49,0.41,0.0,0.41,0.38,0.52,0.38,0.52,0.38,0.44,0.35,0.41,0.37,0.42,0.46,0.0,0.49,0.39,0.41,0.46,0.38,0.0,0.44,0.39,0.47,0.38,0.39,0.45,0.39,0.36,0.42,0.4,0.44,0.33,0.39,0.34,0.45,0.37,0.39,0.0,0.4,0.41,0.38,0.33,0.45,0.34,0.49,0.44,0.35,0.42,0.37,0.42,0.34,0.44,0.36,0.42,0.4,0.42,0.44,0.34,0.38,0.34,0.42,0.41,0.41,0.4,0.43,0.0,0.4,0.34,0.36,0.45,0.35,0.41,0.36,0.41,0.33,0.0,0.0,0.35,0.37,0.39,0.33,0.39,0.42,0.4,0.35,0.39,0.43,0.39,0.38,0.44,0.44,0.0,0.41,0.38,0.37,0.34,0.0,0.0,0.34,0.39,0.0,0.35,0.36,0.37,0.34,0.37,0.34,0.0,0.0,0.38,0.36,0.45,0.39,0.0,0.43,0.42,0.35,0.34,0.37,0.39,0.35,0.0,0.36,0.0,0.37,0.38,0.36,0.35,0.39,0.0,0.0,0.33,0.33,0.34,0.39,0.37,0.36,0.38,0.0,0.41,0.33,0.35,0.39,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.36,0.35,0.33,0.0,0.44,0.33,0.36,0.38,0.0,0.0,0.0,0.34,0.38,0.34,0.33,0.33,0.34,0.35,0.34,0.0,0.33,0.35,0.0,0.42,0.33,0.36,0.36,0.34,0.38,0.35,0.33,0.0,0.34,0.0,0.38,0.35,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.57,0.44,0.36,0.47,0.38,0.36,0.37,0.33,0.0,0.0,0.0,0.68,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.14999999999999
10/22/2021,0.77,0.57,0.36,0.4,0.6,0.46,0.5,0.36,0.48,0.42,0.46,0.49,0.4,0.45,0.34,0.46,0.45,0.43,0.41,0.47,0.44,0.45,0.45,0.46,0.38,0.41,0.0,0.4,0.43,0.38,0.35,0.43,0.38,0.49,0.41,0.0,0.41,0.39,0.52,0.38,0.52,0.37,0.44,0.36,0.42,0.38,0.43,0.47,0.0,0.49,0.38,0.41,0.46,0.37,0.0,0.46,0.38,0.47,0.39,0.39,0.46,0.39,0.36,0.43,0.39,0.45,0.33,0.39,0.34,0.45,0.38,0.39,0.0,0.39,0.42,0.38,0.34,0.44,0.34,0.49,0.43,0.36,0.42,0.36,0.43,0.34,0.44,0.36,0.42,0.4,0.42,0.44,0.35,0.39,0.34,0.42,0.4,0.41,0.4,0.41,0.0,0.4,0.34,0.35,0.44,0.35,0.42,0.36,0.41,0.34,0.33,0.0,0.35,0.37,0.38,0.34,0.4,0.43,0.4,0.35,0.38,0.43,0.4,0.38,0.44,0.43,0.0,0.41,0.38,0.37,0.35,0.0,0.33,0.35,0.39,0.0,0.35,0.35,0.37,0.33,0.37,0.34,0.0,0.0,0.37,0.35,0.45,0.4,0.0,0.43,0.41,0.35,0.33,0.37,0.39,0.35,0.0,0.36,0.0,0.36,0.37,0.36,0.35,0.39,0.0,0.0,0.33,0.33,0.34,0.39,0.36,0.36,0.39,0.0,0.41,0.34,0.36,0.39,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.33,0.36,0.35,0.0,0.0,0.42,0.0,0.36,0.37,0.0,0.0,0.0,0.33,0.38,0.34,0.0,0.32,0.34,0.34,0.34,0.0,0.33,0.35,0.0,0.42,0.33,0.37,0.36,0.34,0.37,0.34,0.33,0.0,0.33,0.0,0.38,0.34,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.57,0.44,0.35,0.47,0.38,0.36,0.36,0.33,0.0,0.0,0.33,0.68,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.07
10/25/2021,0.76,0.55,0.34,0.38,0.56,0.45,0.5,0.36,0.48,0.43,0.45,0.49,0.4,0.45,0.35,0.46,0.45,0.44,0.41,0.47,0.44,0.45,0.45,0.46,0.38,0.4,0.0,0.4,0.43,0.38,0.35,0.44,0.38,0.49,0.42,0.0,0.41,0.39,0.51,0.37,0.52,0.38,0.43,0.36,0.41,0.37,0.43,0.46,0.0,0.47,0.37,0.41,0.45,0.39,0.0,0.46,0.39,0.47,0.38,0.38,0.46,0.38,0.36,0.42,0.4,0.44,0.34,0.39,0.34,0.45,0.38,0.4,0.0,0.4,0.42,0.38,0.0,0.43,0.34,0.48,0.42,0.36,0.41,0.36,0.42,0.33,0.45,0.36,0.42,0.4,0.43,0.44,0.34,0.39,0.34,0.42,0.4,0.42,0.41,0.41,0.0,0.4,0.34,0.37,0.44,0.35,0.41,0.36,0.4,0.34,0.0,0.0,0.34,0.37,0.38,0.34,0.38,0.42,0.41,0.36,0.38,0.42,0.4,0.37,0.43,0.43,0.0,0.41,0.38,0.38,0.35,0.0,0.33,0.36,0.38,0.33,0.34,0.36,0.38,0.33,0.38,0.35,0.0,0.0,0.37,0.36,0.45,0.39,0.0,0.43,0.4,0.35,0.33,0.36,0.4,0.35,0.0,0.36,0.0,0.36,0.37,0.37,0.35,0.38,0.0,0.0,0.34,0.34,0.34,0.39,0.36,0.35,0.38,0.0,0.41,0.34,0.36,0.39,0.34,0.33,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.33,0.36,0.35,0.33,0.0,0.42,0.0,0.36,0.38,0.0,0.0,0.0,0.34,0.39,0.34,0.33,0.34,0.33,0.35,0.34,0.0,0.33,0.35,0.0,0.41,0.34,0.38,0.36,0.34,0.38,0.35,0.0,0.0,0.33,0.0,0.38,0.35,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.56,0.43,0.36,0.47,0.39,0.38,0.37,0.34,0.0,0.0,0.0,0.0,0.34,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.14999999999999
10/26/2021,0.76,0.57,0.35,0.39,0.58,0.44,0.5,0.36,0.48,0.43,0.45,0.49,0.4,0.45,0.34,0.46,0.45,0.43,0.42,0.47,0.44,0.45,0.45,0.46,0.37,0.41,0.0,0.39,0.43,0.38,0.35,0.44,0.38,0.49,0.42,0.32,0.42,0.39,0.51,0.36,0.52,0.38,0.43,0.37,0.42,0.36,0.43,0.47,0.0,0.48,0.37,0.41,0.46,0.38,0.0,0.45,0.39,0.47,0.38,0.38,0.47,0.38,0.36,0.42,0.4,0.44,0.33,0.39,0.33,0.45,0.39,0.4,0.0,0.4,0.41,0.37,0.0,0.43,0.34,0.47,0.42,0.36,0.42,0.35,0.41,0.33,0.44,0.36,0.42,0.4,0.43,0.44,0.35,0.39,0.34,0.42,0.4,0.42,0.41,0.41,0.0,0.4,0.33,0.37,0.44,0.35,0.41,0.36,0.4,0.35,0.0,0.0,0.34,0.37,0.38,0.34,0.38,0.44,0.4,0.36,0.37,0.42,0.4,0.37,0.43,0.43,0.0,0.4,0.38,0.38,0.35,0.0,0.33,0.36,0.38,0.33,0.34,0.36,0.38,0.33,0.38,0.34,0.0,0.0,0.37,0.36,0.45,0.4,0.0,0.43,0.4,0.35,0.0,0.37,0.39,0.34,0.0,0.36,0.0,0.36,0.37,0.38,0.35,0.38,0.0,0.0,0.33,0.34,0.34,0.39,0.36,0.35,0.39,0.0,0.41,0.34,0.36,0.39,0.34,0.0,0.0,0.33,0.0,0.0,0.0,0.34,0.0,0.33,0.35,0.35,0.33,0.0,0.42,0.33,0.35,0.38,0.0,0.0,0.0,0.34,0.38,0.34,0.0,0.33,0.33,0.35,0.34,0.0,0.33,0.35,0.0,0.41,0.34,0.37,0.36,0.34,0.39,0.35,0.0,0.0,0.33,0.0,0.38,0.35,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.56,0.44,0.36,0.47,0.39,0.38,0.37,0.34,0.0,0.0,0.0,0.0,0.34,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.10999999999999
10/27/2021,0.76,0.57,0.35,0.39,0.58,0.44,0.5,0.36,0.48,0.43,0.45,0.49,0.4,0.45,0.34,0.46,0.45,0.43,0.42,0.47,0.44,0.45,0.45,0.46,0.37,0.41,0.0,0.39,0.43,0.38,0.35,0.44,0.38,0.49,0.42,0.32,0.42,0.39,0.51,0.36,0.52,0.38,0.43,0.37,0.42,0.36,0.43,0.47,0.0,0.48,0.37,0.41,0.46,0.38,0.0,0.45,0.39,0.47,0.38,0.38,0.47,0.38,0.36,0.42,0.4,0.44,0.33,0.39,0.33,0.45,0.39,0.4,0.0,0.4,0.41,0.37,0.0,0.43,0.34,0.47,0.42,0.36,0.42,0.35,0.41,0.33,0.44,0.36,0.42,0.4,0.43,0.44,0.35,0.39,0.34,0.42,0.4,0.42,0.41,0.41,0.0,0.4,0.33,0.37,0.44,0.35,0.41,0.36,0.4,0.35,0.0,0.0,0.34,0.37,0.38,0.34,0.38,0.44,0.4,0.36,0.37,0.42,0.4,0.37,0.43,0.43,0.0,0.4,0.38,0.38,0.35,0.0,0.33,0.36,0.38,0.33,0.34,0.36,0.38,0.33,0.38,0.34,0.0,0.0,0.37,0.36,0.45,0.4,0.0,0.43,0.4,0.35,0.0,0.37,0.39,0.34,0.0,0.36,0.0,0.36,0.37,0.38,0.35,0.38,0.0,0.0,0.33,0.34,0.34,0.39,0.36,0.35,0.39,0.0,0.41,0.34,0.36,0.39,0.34,0.0,0.0,0.33,0.0,0.0,0.0,0.34,0.0,0.33,0.35,0.35,0.33,0.0,0.42,0.33,0.35,0.38,0.0,0.0,0.0,0.34,0.38,0.34,0.0,0.33,0.33,0.35,0.34,0.0,0.33,0.35,0.0,0.41,0.34,0.37,0.36,0.34,0.39,0.35,0.0,0.0,0.33,0.0,0.38,0.35,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.56,0.44,0.36,0.47,0.39,0.38,0.37,0.34,0.0,0.0,0.0,0.0,0.34,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.10999999999999
10/28/2021,0.76,0.57,0.35,0.39,0.57,0.45,0.49,0.36,0.48,0.43,0.46,0.49,0.4,0.45,0.35,0.47,0.45,0.43,0.41,0.47,0.44,0.46,0.44,0.45,0.38,0.41,0.0,0.39,0.43,0.37,0.34,0.44,0.38,0.49,0.41,0.0,0.43,0.39,0.52,0.35,0.53,0.37,0.43,0.36,0.42,0.37,0.42,0.48,0.0,0.48,0.37,0.41,0.46,0.38,0.0,0.44,0.39,0.47,0.38,0.38,0.48,0.38,0.35,0.42,0.39,0.45,0.33,0.39,0.33,0.45,0.39,0.4,0.0,0.4,0.42,0.38,0.0,0.43,0.34,0.49,0.43,0.35,0.41,0.35,0.41,0.33,0.44,0.36,0.42,0.4,0.43,0.44,0.35,0.39,0.34,0.42,0.42,0.42,0.41,0.42,0.0,0.39,0.33,0.37,0.44,0.35,0.41,0.36,0.39,0.35,0.0,0.0,0.34,0.37,0.38,0.34,0.38,0.44,0.4,0.36,0.36,0.42,0.39,0.37,0.43,0.43,0.0,0.4,0.38,0.38,0.35,0.0,0.34,0.37,0.39,0.33,0.34,0.36,0.37,0.34,0.38,0.34,0.0,0.0,0.36,0.35,0.45,0.4,0.0,0.43,0.4,0.35,0.0,0.37,0.39,0.33,0.0,0.36,0.0,0.35,0.37,0.38,0.35,0.37,0.0,0.34,0.0,0.34,0.34,0.39,0.37,0.36,0.39,0.0,0.41,0.34,0.36,0.39,0.34,0.0,0.0,0.33,0.0,0.0,0.0,0.34,0.0,0.33,0.35,0.35,0.33,0.0,0.42,0.33,0.35,0.38,0.0,0.0,0.0,0.34,0.38,0.34,0.0,0.33,0.34,0.35,0.33,0.33,0.33,0.35,0.0,0.41,0.34,0.37,0.36,0.35,0.39,0.35,0.0,0.0,0.33,0.0,0.38,0.35,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.55,0.44,0.36,0.48,0.39,0.39,0.37,0.34,0.0,0.0,0.0,0.0,0.34,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.13
10/29/2021,0.75,0.57,0.36,0.39,0.56,0.45,0.49,0.36,0.49,0.43,0.46,0.48,0.4,0.46,0.36,0.47,0.46,0.43,0.42,0.46,0.44,0.46,0.44,0.45,0.38,0.41,0.0,0.39,0.43,0.37,0.35,0.44,0.38,0.48,0.41,0.33,0.43,0.38,0.51,0.35,0.53,0.37,0.44,0.36,0.42,0.37,0.42,0.47,0.0,0.48,0.38,0.41,0.46,0.38,0.0,0.44,0.39,0.47,0.38,0.38,0.48,0.38,0.36,0.42,0.4,0.44,0.33,0.39,0.33,0.44,0.38,0.4,0.0,0.41,0.42,0.38,0.0,0.41,0.34,0.5,0.45,0.36,0.42,0.35,0.4,0.33,0.44,0.36,0.42,0.4,0.43,0.45,0.35,0.39,0.33,0.42,0.44,0.41,0.4,0.42,0.0,0.39,0.33,0.37,0.44,0.35,0.41,0.36,0.39,0.35,0.0,0.0,0.34,0.36,0.38,0.34,0.37,0.44,0.4,0.35,0.36,0.41,0.39,0.37,0.43,0.42,0.0,0.4,0.39,0.38,0.35,0.0,0.33,0.37,0.39,0.33,0.35,0.36,0.37,0.34,0.38,0.34,0.32,0.0,0.36,0.35,0.45,0.4,0.0,0.43,0.41,0.34,0.0,0.35,0.38,0.34,0.0,0.35,0.0,0.35,0.37,0.39,0.35,0.37,0.0,0.33,0.0,0.33,0.34,0.39,0.37,0.36,0.39,0.0,0.4,0.33,0.36,0.39,0.34,0.0,0.0,0.33,0.0,0.0,0.0,0.34,0.0,0.0,0.35,0.36,0.33,0.0,0.42,0.0,0.35,0.37,0.0,0.0,0.0,0.34,0.37,0.34,0.0,0.33,0.34,0.35,0.33,0.0,0.33,0.37,0.0,0.42,0.33,0.38,0.35,0.34,0.39,0.34,0.0,0.0,0.33,0.0,0.38,0.34,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.55,0.44,0.36,0.48,0.39,0.39,0.36,0.33,0.0,0.0,0.0,0.0,0.34,0.84,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.02000000000001
11/01/2021,0.74,0.59,0.35,0.4,0.57,0.44,0.5,0.36,0.45,0.44,0.45,0.47,0.4,0.45,0.0,0.48,0.47,0.44,0.42,0.47,0.43,0.45,0.45,0.45,0.38,0.43,0.0,0.38,0.44,0.37,0.35,0.44,0.39,0.48,0.42,0.33,0.43,0.4,0.52,0.36,0.55,0.37,0.46,0.36,0.46,0.37,0.43,0.48,0.0,0.48,0.39,0.41,0.45,0.38,0.0,0.43,0.38,0.51,0.39,0.39,0.48,0.38,0.35,0.41,0.4,0.46,0.33,0.39,0.34,0.46,0.38,0.39,0.0,0.41,0.42,0.36,0.33,0.41,0.33,0.5,0.43,0.36,0.41,0.35,0.42,0.33,0.44,0.36,0.43,0.4,0.44,0.45,0.35,0.38,0.33,0.41,0.44,0.41,0.4,0.41,0.0,0.38,0.0,0.36,0.42,0.35,0.43,0.4,0.39,0.33,0.0,0.0,0.34,0.36,0.38,0.0,0.39,0.45,0.4,0.35,0.37,0.42,0.39,0.38,0.43,0.43,0.0,0.4,0.38,0.38,0.36,0.0,0.0,0.36,0.39,0.32,0.34,0.35,0.36,0.34,0.38,0.35,0.33,0.0,0.36,0.35,0.46,0.39,0.33,0.43,0.4,0.34,0.33,0.35,0.38,0.34,0.0,0.35,0.0,0.35,0.38,0.38,0.35,0.38,0.0,0.34,0.0,0.33,0.34,0.38,0.36,0.36,0.38,0.0,0.41,0.33,0.38,0.39,0.34,0.33,0.0,0.33,0.0,0.0,0.0,0.34,0.0,0.0,0.35,0.36,0.0,0.0,0.38,0.0,0.35,0.37,0.0,0.0,0.0,0.33,0.35,0.34,0.0,0.0,0.35,0.35,0.0,0.33,0.33,0.36,0.0,0.42,0.34,0.38,0.35,0.33,0.4,0.34,0.33,0.0,0.33,0.0,0.38,0.33,0.0,0.0,0.0,0.38,0.0,0.0,0.33,0.56,0.43,0.36,0.49,0.4,0.41,0.36,0.33,0.0,0.0,0.0,0.0,0.34,0.85,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.18
11/02/2021,0.77,0.6,0.37,0.39,0.57,0.45,0.51,0.36,0.44,0.43,0.5,0.47,0.4,0.46,0.0,0.47,0.47,0.44,0.42,0.47,0.43,0.44,0.45,0.45,0.38,0.42,0.0,0.38,0.44,0.37,0.34,0.44,0.38,0.48,0.41,0.33,0.43,0.41,0.51,0.34,0.55,0.37,0.46,0.35,0.46,0.38,0.44,0.41,0.0,0.49,0.38,0.41,0.45,0.38,0.0,0.42,0.39,0.51,0.39,0.39,0.47,0.38,0.35,0.42,0.39,0.46,0.34,0.38,0.34,0.46,0.37,0.4,0.0,0.41,0.4,0.37,0.0,0.41,0.33,0.51,0.43,0.36,0.42,0.35,0.43,0.33,0.44,0.36,0.42,0.4,0.44,0.46,0.35,0.38,0.33,0.39,0.41,0.42,0.41,0.41,0.0,0.38,0.0,0.36,0.42,0.35,0.43,0.4,0.4,0.33,0.0,0.0,0.33,0.37,0.38,0.33,0.38,0.44,0.4,0.35,0.38,0.42,0.39,0.37,0.43,0.41,0.0,0.39,0.38,0.39,0.35,0.0,0.0,0.37,0.36,0.0,0.34,0.35,0.36,0.34,0.37,0.35,0.0,0.0,0.37,0.35,0.46,0.39,0.33,0.43,0.41,0.34,0.34,0.35,0.39,0.35,0.0,0.35,0.0,0.35,0.37,0.35,0.35,0.38,0.0,0.34,0.0,0.33,0.33,0.38,0.37,0.37,0.38,0.0,0.41,0.34,0.37,0.39,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.33,0.35,0.36,0.0,0.0,0.39,0.0,0.35,0.37,0.0,0.0,0.0,0.33,0.35,0.34,0.0,0.0,0.36,0.35,0.32,0.33,0.33,0.36,0.0,0.42,0.34,0.38,0.35,0.33,0.4,0.34,0.33,0.0,0.34,0.0,0.38,0.34,0.0,0.0,0.0,0.39,0.0,0.33,0.34,0.57,0.43,0.36,0.49,0.4,0.41,0.36,0.33,0.0,0.0,0.33,0.0,0.34,0.85,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.16
11/03/2021,0.77,0.6,0.37,0.39,0.57,0.45,0.51,0.36,0.44,0.43,0.5,0.47,0.4,0.46,0.0,0.47,0.47,0.44,0.42,0.47,0.43,0.44,0.45,0.45,0.38,0.42,0.0,0.38,0.44,0.37,0.34,0.44,0.38,0.48,0.41,0.33,0.43,0.41,0.51,0.34,0.55,0.37,0.46,0.35,0.46,0.38,0.44,0.41,0.0,0.49,0.38,0.41,0.45,0.38,0.0,0.42,0.39,0.51,0.39,0.39,0.47,0.38,0.35,0.42,0.39,0.46,0.34,0.38,0.34,0.46,0.37,0.4,0.0,0.41,0.4,0.37,0.0,0.41,0.33,0.51,0.43,0.36,0.42,0.35,0.43,0.33,0.44,0.36,0.42,0.4,0.44,0.46,0.35,0.38,0.33,0.39,0.41,0.42,0.41,0.41,0.0,0.38,0.0,0.36,0.42,0.35,0.43,0.4,0.4,0.33,0.0,0.0,0.33,0.37,0.38,0.33,0.38,0.44,0.4,0.35,0.38,0.42,0.39,0.37,0.43,0.41,0.0,0.39,0.38,0.39,0.35,0.0,0.0,0.37,0.36,0.0,0.34,0.35,0.36,0.34,0.37,0.35,0.0,0.0,0.37,0.35,0.46,0.39,0.33,0.43,0.41,0.34,0.34,0.35,0.39,0.35,0.0,0.35,0.0,0.35,0.37,0.35,0.35,0.38,0.0,0.34,0.0,0.33,0.33,0.38,0.37,0.37,0.38,0.0,0.41,0.34,0.37,0.39,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.33,0.35,0.36,0.0,0.0,0.39,0.0,0.35,0.37,0.0,0.0,0.0,0.33,0.35,0.34,0.0,0.0,0.36,0.35,0.32,0.33,0.33,0.36,0.0,0.42,0.34,0.38,0.35,0.33,0.4,0.34,0.33,0.0,0.34,0.0,0.38,0.34,0.0,0.0,0.0,0.39,0.0,0.33,0.34,0.57,0.43,0.36,0.49,0.4,0.41,0.36,0.33,0.0,0.0,0.33,0.0,0.34,0.85,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.16
